"PublYearMonth","Company","PSOE","PP","VOX","UP","Cs","ERC","CC","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2013-nov","Sigma Dos",0.27,0.306,NA,0.134,NA,0.026,NA,NA,1000,2013-11-15,2013-11-12,2013-11-14,FALSE,"Sigma Dos"
"2013-nov","GAD3",0.285,0.331,NA,0.092,NA,0.021,NA,NA,801,2013-11-15,2013-11-11,2013-11-14,FALSE,"GAD3"
"2013-nov","Simple Lógica",0.217,0.309,NA,0.122,NA,NA,NA,NA,1959,2013-11-14,2013-11-04,2013-11-13,FALSE,"Simple Lógica"
"2013-nov","Invymark",0.231,0.282,NA,0.147,NA,NA,NA,NA,NA,2013-11-09,2013-11-04,2013-11-08,FALSE,"Invymark"
"2013-nov","Celeste-Tel",0.282,0.318,NA,0.133,0.014,0.024,0.009,NA,1100,2013-11-08,2013-11-02,2013-11-07,FALSE,"Celeste-Tel"
"2013-oct","Invymark",0.234,0.272,NA,0.148,NA,NA,NA,NA,NA,2013-10-19,2013-10-14,2013-10-18,FALSE,"Invymark"
"2013-oct","NC Report",0.269,0.35,NA,0.122,NA,0.022,NA,NA,920,2013-10-12,2013-10-02,2013-10-11,FALSE,"NC Report"
"2013-oct","GAD3",0.258,0.332,NA,0.133,NA,0.026,NA,NA,805,2013-10-11,2013-10-07,2013-10-10,FALSE,"GAD3"
"2013-oct","CIS",0.268,0.34,NA,0.113,NA,0.025,0.005,NA,2485,2013-10-10,2013-10-01,2013-10-09,FALSE,"CIS"
"2013-oct","Simple Lógica",0.216,0.275,NA,0.126,NA,NA,NA,NA,1001,2013-10-08,2013-10-01,2013-10-07,FALSE,"Simple Lógica"
"2013-oct","Celeste-Tel",0.281,0.315,NA,0.137,0.013,0.023,0.009,NA,1100,2013-10-06,2013-10-01,2013-10-05,FALSE,"Celeste-Tel"
"2013-oct","Metroscopia",0.29,0.341,NA,0.115,NA,NA,NA,NA,1000,2013-10-04,2013-10-02,2013-10-03,FALSE,"Metroscopia"
"2013-sep","Invymark",0.235,0.26,NA,0.148,NA,NA,NA,NA,NA,2013-09-28,2013-09-23,2013-09-27,FALSE,"Invymark"
"2013-sep","NC Report",0.265,0.338,NA,0.127,NA,NA,NA,NA,955,2013-09-21,2013-09-09,2013-09-20,FALSE,"NC Report"
"2013-sep","GAD3",0.274,0.324,NA,0.128,NA,0.021,NA,NA,935,2013-09-14,2013-09-10,2013-09-13,FALSE,"GAD3"
"2013-sep","Invymark",0.236,0.261,NA,0.147,NA,NA,NA,NA,NA,2013-09-14,2013-09-09,2013-09-13,FALSE,"Invymark"
"2013-sep","Simple Lógica",0.233,0.281,NA,0.149,NA,NA,NA,NA,NA,2013-09-10,2013-09-03,2013-09-09,FALSE,"Simple Lógica"
"2013-sep","Celeste-Tel",0.278,0.309,NA,0.142,0.012,0.023,0.009,NA,1100,2013-09-07,2013-09-02,2013-09-06,FALSE,"Celeste-Tel"
"2013-sep","Metroscopia",0.305,0.301,NA,0.116,NA,NA,NA,NA,700,2013-09-06,2013-09-04,2013-09-05,FALSE,"Metroscopia"
"2013-aug","Simple Lógica",0.222,0.296,NA,0.165,NA,NA,NA,NA,1025,2013-08-11,2013-08-01,2013-08-10,FALSE,"Simple Lógica"
"2013-jul","TNS Demoscopia",0.25,0.3,NA,0.15,NA,NA,NA,NA,1000,2013-08-01,2013-07-29,2013-07-31,FALSE,"TNS Demoscopia"
"2013-jul","Celeste-Tel",0.271,0.313,NA,0.14,0.014,0.022,0.009,NA,1100,2013-08-01,2013-07-26,2013-07-31,FALSE,"Celeste-Tel"
"2013-jul","Metroscopia",0.275,0.347,NA,0.114,NA,NA,NA,NA,1000,2013-07-26,2013-07-24,2013-07-25,FALSE,"Metroscopia"
"2013-jul","Metroscopia",0.228,0.23,NA,0.162,NA,NA,NA,NA,1000,2013-07-26,2013-07-24,2013-07-25,FALSE,"Metroscopia"
"2013-jul","Sigma Dos",0.278,0.307,NA,0.143,NA,0.016,NA,NA,1000,2013-07-19,2013-07-16,2013-07-18,FALSE,"Sigma Dos"
"2013-jul","CIS",0.272,0.325,NA,0.115,NA,0.023,0.005,NA,2476,2013-07-11,2013-07-01,2013-07-10,FALSE,"CIS"
"2013-jul","Simple Lógica",0.242,0.258,NA,0.147,NA,NA,NA,NA,1012,2013-07-10,2013-07-01,2013-07-09,FALSE,"Simple Lógica"
"2013-jul","Celeste-Tel",0.27,0.317,NA,0.136,0.014,0.022,0.009,NA,1100,2013-07-06,2013-07-01,2013-07-05,FALSE,"Celeste-Tel"
"2013-jul","Invymark",0.245,0.291,NA,NA,NA,NA,NA,NA,NA,2013-07-06,2013-07-01,2013-07-05,FALSE,"Invymark"
"2013-jul","Metroscopia",0.216,0.23,NA,0.166,NA,NA,NA,NA,1000,2013-07-05,2013-07-03,2013-07-04,FALSE,"Metroscopia"
"2013-jun","GESOP",0.255,0.281,NA,0.156,NA,0.021,NA,NA,1000,2013-06-29,2013-06-25,2013-06-28,FALSE,"GESOP"
"2013-jun","Invymark",0.244,0.289,NA,NA,NA,NA,NA,NA,NA,2013-06-15,2013-06-10,2013-06-14,FALSE,"Invymark"
"2013-jun","Simple Lógica",0.212,0.319,NA,0.129,NA,NA,NA,NA,1018,2013-06-12,2013-06-03,2013-06-11,FALSE,"Simple Lógica"
"2013-jun","Celeste-Tel",0.265,0.309,NA,0.138,0.016,0.021,0.009,NA,1100,2013-06-08,2013-06-03,2013-06-07,FALSE,"Celeste-Tel"
"2013-jun","Metroscopia",0.215,0.245,NA,0.168,NA,NA,NA,NA,1000,2013-06-07,2013-06-05,2013-06-06,FALSE,"Metroscopia"
"2013-may","GAD3",0.257,0.341,NA,0.125,NA,NA,NA,NA,1000,2013-05-31,2013-05-27,2013-05-30,FALSE,"GAD3"
"2013-may","NC Report",0.252,0.326,NA,0.125,NA,NA,NA,NA,955,2013-05-24,2013-05-13,2013-05-23,FALSE,"NC Report"
"2013-may","Metroscopia",0.251,0.286,NA,0.159,NA,0.027,0.008,NA,14000,2013-05-19,2013-05-18,2013-05-18,FALSE,"Metroscopia"
"2013-may","Sigma Dos",0.253,0.354,NA,0.134,NA,0.015,NA,NA,1000,2013-05-11,2013-05-08,2013-05-10,FALSE,"Sigma Dos"
"2013-may","Invymark",0.245,0.29,NA,NA,NA,NA,NA,NA,NA,2013-05-11,2013-05-06,2013-05-10,FALSE,"Invymark"
"2013-may","Simple Lógica",0.224,0.292,NA,0.14,NA,NA,NA,NA,987,2013-05-11,2013-05-03,2013-05-10,FALSE,"Simple Lógica"
"2013-may","Metroscopia",0.202,0.225,NA,0.166,NA,NA,NA,NA,1000,2013-05-10,2013-05-08,2013-05-09,FALSE,"Metroscopia"
"2013-may","Celeste-Tel",0.267,0.305,NA,0.14,0.017,0.022,0.01,NA,1100,2013-05-08,2013-05-02,2013-05-07,FALSE,"Celeste-Tel"
"2013-apr","Invymark",0.249,0.292,NA,NA,NA,NA,NA,NA,NA,2013-04-13,2013-04-08,2013-04-12,FALSE,"Invymark"
"2013-apr","Simple Lógica",0.214,0.292,NA,0.136,NA,NA,NA,NA,1010,2013-04-09,2013-04-01,2013-04-08,FALSE,"Simple Lógica"
"2013-apr","CIS",0.282,0.34,NA,0.099,NA,0.02,0.009,NA,2482,2013-04-09,2013-04-01,2013-04-08,FALSE,"CIS"
"2013-apr","Celeste-Tel",0.271,0.304,NA,0.139,0.016,0.021,0.011,NA,1100,2013-04-06,2013-04-01,2013-04-05,FALSE,"Celeste-Tel"
"2013-apr","Metroscopia",0.23,0.245,NA,0.156,NA,NA,NA,NA,1000,2013-04-05,2013-04-03,2013-04-04,FALSE,"Metroscopia"
"2013-mar","Invymark",0.25,0.291,NA,NA,NA,NA,NA,NA,NA,2013-03-23,2013-03-18,2013-03-22,FALSE,"Invymark"
"2013-mar","Simple Lógica",0.215,0.312,NA,0.142,NA,NA,NA,NA,1017,2013-03-09,2013-03-04,2013-03-08,FALSE,"Simple Lógica"
"2013-mar","Celeste-Tel",0.278,0.294,NA,0.138,NA,0.02,0.011,NA,1100,2013-03-07,2013-03-01,2013-03-06,FALSE,"Celeste-Tel"
"2013-mar","Invymark",0.25,0.29,NA,NA,NA,NA,NA,NA,NA,2013-03-02,2013-02-25,2013-03-01,FALSE,"Invymark"
"2013-feb","Metroscopia",0.231,0.243,NA,0.154,NA,NA,NA,NA,1000,2013-03-01,2013-02-27,2013-02-28,FALSE,"Metroscopia"
"2013-feb","Invymark",0.248,0.294,NA,NA,NA,NA,NA,NA,NA,2013-02-16,2013-02-11,2013-02-15,FALSE,"Invymark"
"2013-feb","Sigma Dos",0.282,0.335,NA,0.123,NA,0.014,NA,NA,1000,2013-02-09,2013-02-06,2013-02-08,FALSE,"Sigma Dos"
"2013-feb","Simple Lógica",0.242,0.333,NA,0.13,NA,NA,NA,NA,NA,2013-02-09,2013-02-04,2013-02-08,FALSE,"Simple Lógica"
"2013-feb","Celeste-Tel",0.286,0.298,NA,0.128,NA,0.016,0.01,NA,1100,2013-02-07,2013-02-01,2013-02-06,FALSE,"Celeste-Tel"
"2013-feb","Metroscopia",0.235,0.239,NA,0.153,NA,NA,NA,NA,2000,2013-02-02,2013-01-30,2013-02-01,FALSE,"Metroscopia"
"2013-jan","GESOP",0.28,0.302,NA,0.123,NA,0.017,NA,NA,1000,2013-01-30,2013-01-25,2013-01-29,FALSE,"GESOP"
"2013-jan","Invymark",0.247,0.3,NA,NA,NA,NA,NA,NA,NA,2013-01-26,2013-01-21,2013-01-25,FALSE,"Invymark"
"2013-jan","NC Report",0.263,0.365,NA,0.118,NA,NA,NA,NA,955,2013-01-22,2013-01-10,2013-01-21,FALSE,"NC Report"
"2013-jan","CIS",0.302,0.35,NA,0.094,NA,0.02,0.009,NA,2483,2013-01-15,2013-01-04,2013-01-14,FALSE,"CIS"
"2013-jan","Invymark",0.248,0.306,NA,NA,NA,NA,NA,NA,NA,2013-01-12,2013-01-08,2013-01-11,FALSE,"Invymark"
"2013-jan","Simple Lógica",0.255,0.325,NA,0.132,NA,NA,NA,NA,NA,2013-01-12,2013-01-07,2013-01-11,FALSE,"Simple Lógica"
"2013-jan","Metroscopia",0.233,0.298,NA,0.156,NA,NA,NA,NA,1000,2013-01-11,2013-01-09,2013-01-10,FALSE,"Metroscopia"
"2013-jan","Celeste-Tel",0.286,0.328,NA,0.12,NA,0.017,0.009,NA,1100,2013-01-10,2013-01-02,2013-01-09,FALSE,"Celeste-Tel"
"2012-dec","Sigma Dos",0.307,0.367,NA,0.098,NA,0.012,NA,NA,1000,2012-12-29,2012-12-21,2012-12-28,FALSE,"Sigma Dos"
"2012-dec","Invymark",0.247,0.309,NA,NA,NA,NA,NA,NA,NA,2012-12-22,2012-12-17,2012-12-21,FALSE,"Invymark"
"2012-dec","Celeste-Tel",0.285,0.331,NA,0.118,NA,0.018,0.007,NA,1100,2012-12-13,2012-12-03,2012-12-12,FALSE,"Celeste-Tel"
"2012-dec","Simple Lógica",0.23,0.336,NA,0.135,NA,NA,NA,NA,1009,2012-12-11,2012-12-03,2012-12-10,FALSE,"Simple Lógica"
"2012-nov","Metroscopia",0.227,0.313,NA,0.133,NA,NA,NA,NA,1000,2012-11-30,2012-11-28,2012-11-29,FALSE,"Metroscopia"
"2012-nov","Celeste-Tel",0.283,0.336,NA,0.12,NA,0.019,0.008,NA,1100,2012-11-10,2012-11-05,2012-11-09,FALSE,"Celeste-Tel"
"2012-nov","Invymark",0.26,0.32,NA,NA,NA,NA,NA,NA,NA,2012-11-10,2012-11-05,2012-11-09,FALSE,"Invymark"
"2012-nov","Simple Lógica",0.243,0.345,NA,0.134,NA,NA,NA,NA,1025,2012-11-09,2012-11-01,2012-11-08,FALSE,"Simple Lógica"
"2012-nov","Metroscopia",0.229,0.318,NA,0.129,NA,NA,NA,NA,1000,2012-11-08,2012-11-06,2012-11-07,FALSE,"Metroscopia"
"2012-oct","Invymark",0.267,0.329,NA,NA,NA,NA,NA,NA,NA,2012-10-27,2012-10-22,2012-10-26,FALSE,"Invymark"
"2012-oct","CIS",0.286,0.359,NA,0.094,NA,0.013,0.004,NA,2484,2012-10-15,2012-10-02,2012-10-14,FALSE,"CIS"
"2012-oct","Simple Lógica",0.245,0.341,NA,0.116,NA,NA,NA,NA,NA,2012-10-12,2012-10-01,2012-10-11,FALSE,"Simple Lógica"
"2012-oct","Celeste-Tel",0.28,0.328,NA,0.127,NA,0.015,0.008,NA,1100,2012-10-06,2012-10-01,2012-10-05,FALSE,"Celeste-Tel"
"2012-oct","Metroscopia",0.239,0.299,NA,0.126,NA,NA,NA,NA,1000,2012-10-05,2012-10-03,2012-10-04,FALSE,"Metroscopia"
"2012-sep","NC Report",0.267,0.386,NA,NA,NA,NA,NA,NA,NA,2012-10-01,2012-09-25,2012-09-30,FALSE,"NC Report"
"2012-sep","Invymark",0.299,0.341,NA,NA,NA,NA,NA,NA,NA,2012-09-22,2012-09-17,2012-09-21,FALSE,"Invymark"
"2012-sep","Simple Lógica",0.26,0.347,NA,0.107,NA,NA,NA,NA,1776,2012-09-14,2012-09-03,2012-09-13,FALSE,"Simple Lógica"
"2012-sep","Celeste-Tel",0.299,0.34,NA,0.108,NA,0.012,0.008,NA,1100,2012-09-08,2012-09-03,2012-09-07,FALSE,"Celeste-Tel"
"2012-sep","Metroscopia",0.241,0.309,NA,0.124,NA,NA,NA,NA,1000,2012-09-07,2012-09-05,2012-09-06,FALSE,"Metroscopia"
"2012-aug","Simple Lógica",0.247,0.364,NA,0.11,NA,NA,NA,NA,2009,2012-08-11,2012-08-01,2012-08-10,FALSE,"Simple Lógica"
"2012-jul","NC Report",0.283,0.359,NA,NA,NA,NA,NA,NA,955,2012-08-01,2012-07-26,2012-07-31,FALSE,"NC Report"
"2012-jul","Celeste-Tel",0.295,0.342,NA,0.107,NA,0.013,0.006,NA,1100,2012-07-28,2012-07-23,2012-07-27,FALSE,"Celeste-Tel"
"2012-jul","Metroscopia",0.247,0.3,NA,0.123,NA,NA,NA,NA,1000,2012-07-27,2012-07-25,2012-07-26,FALSE,"Metroscopia"
"2012-jul","Sigma Dos",0.296,0.358,NA,0.117,NA,0.011,NA,NA,1000,2012-07-20,2012-07-17,2012-07-19,FALSE,"Sigma Dos"
"2012-jul","Simple Lógica",0.277,0.372,NA,0.102,NA,NA,NA,NA,1006,2012-07-11,2012-07-02,2012-07-10,FALSE,"Simple Lógica"
"2012-jul","CIS",0.299,0.366,NA,0.086,NA,0.013,0.007,NA,2484,2012-07-11,2012-07-02,2012-07-10,FALSE,"CIS"
"2012-jul","Celeste-Tel",0.294,0.406,NA,0.102,NA,0.011,0.007,NA,1100,2012-07-07,2012-07-02,2012-07-06,FALSE,"Celeste-Tel"
"2012-jul","Invymark",0.318,0.405,NA,NA,NA,NA,NA,NA,NA,2012-07-07,2012-07-02,2012-07-06,FALSE,"Invymark"
"2012-jul","Metroscopia",0.231,0.37,NA,0.132,NA,NA,NA,NA,1000,2012-07-06,2012-07-04,2012-07-05,FALSE,"Metroscopia"
"2012-jun","GESOP",0.281,0.381,NA,0.102,NA,0.01,NA,NA,1000,2012-06-19,2012-06-14,2012-06-18,FALSE,"GESOP"
"2012-jun","Simple Lógica",0.244,0.392,NA,0.107,NA,NA,NA,NA,1017,2012-06-16,2012-06-01,2012-06-15,FALSE,"Simple Lógica"
"2012-jun","Sigma Dos",0.292,0.391,NA,0.093,NA,0.012,NA,NA,1000,2012-06-15,2012-06-12,2012-06-14,FALSE,"Sigma Dos"
"2012-jun","Metroscopia",0.259,0.371,NA,0.12,NA,NA,NA,NA,1004,2012-06-08,2012-06-06,2012-06-07,FALSE,"Metroscopia"
"2012-jun","Celeste-Tel",0.293,0.408,NA,0.104,NA,0.009,0.006,NA,1100,2012-06-08,2012-06-01,2012-06-07,FALSE,"Celeste-Tel"
"2012-may","NC Report",0.279,0.427,NA,NA,NA,NA,NA,NA,955,2012-05-31,2012-05-21,2012-05-30,FALSE,"NC Report"
"2012-may","Simple Lógica",0.271,0.399,NA,0.106,NA,NA,NA,NA,1015,2012-05-12,2012-05-01,2012-05-11,FALSE,"Simple Lógica"
"2012-may","Metroscopia",0.258,0.372,NA,0.122,NA,NA,NA,NA,1001,2012-05-11,2012-05-09,2012-05-10,FALSE,"Metroscopia"
"2012-may","Celeste-Tel",0.288,0.411,NA,0.105,NA,0.01,0.007,NA,1100,2012-05-09,2012-05-02,2012-05-08,FALSE,"Celeste-Tel"
"2012-apr","CIS",0.296,0.406,NA,0.086,NA,0.017,0.003,NA,2484,2012-04-18,2012-04-09,2012-04-17,FALSE,"CIS"
"2012-apr","Metroscopia",0.23,0.381,NA,0.116,NA,NA,NA,NA,1000,2012-04-13,2012-04-11,2012-04-12,FALSE,"Metroscopia"
"2012-apr","Simple Lógica",0.249,0.42,NA,0.105,NA,NA,NA,NA,1026,2012-04-12,2012-04-01,2012-04-11,FALSE,"Simple Lógica"
"2012-apr","Celeste-Tel",0.289,0.413,NA,0.102,NA,0.012,0.007,NA,1100,2012-04-10,2012-04-02,2012-04-09,FALSE,"Celeste-Tel"
"2012-mar","Celeste-Tel",0.261,0.451,NA,0.095,NA,0.012,0.006,NA,1100,2012-03-08,2012-03-01,2012-03-07,FALSE,"Celeste-Tel"
"2012-mar","Metroscopia",0.244,0.463,NA,0.091,NA,NA,NA,NA,1007,2012-03-02,2012-02-29,2012-03-01,FALSE,"Metroscopia"
"2012-feb","GESOP",0.282,0.42,NA,0.077,NA,0.012,NA,NA,1000,2012-02-29,2012-02-23,2012-02-28,FALSE,"GESOP"
"2012-feb","NC Report",0.256,0.456,NA,0.088,NA,0.011,0.006,NA,4800,2012-02-18,2012-02-01,2012-02-17,FALSE,"NC Report"
"2012-feb","Metroscopia",0.23,0.462,NA,0.088,NA,NA,NA,NA,1003,2012-02-10,2012-02-08,2012-02-09,FALSE,"Metroscopia"
"2012-feb","Celeste-Tel",0.274,0.446,NA,0.091,NA,0.012,0.006,NA,1100,2012-02-08,2012-02-01,2012-02-07,FALSE,"Celeste-Tel"
"2012-jan","NC Report",0.278,0.463,NA,0.074,NA,0.011,0.006,NA,1000,2012-01-21,2012-01-16,2012-01-20,FALSE,"NC Report"
"2012-jan","CIS",0.28,0.427,NA,0.079,NA,0.014,0.004,NA,2480,2012-01-16,2012-01-04,2012-01-15,FALSE,"CIS"
"2012-jan","Celeste-Tel",0.288,0.461,NA,0.076,NA,0.011,0.006,NA,1100,2012-01-07,2012-01-02,2012-01-06,FALSE,"Celeste-Tel"
"2012-jan","Metroscopia",0.265,0.464,NA,0.077,NA,NA,NA,NA,1000,2012-01-06,2012-01-04,2012-01-05,FALSE,"Metroscopia"
"2011-dec","Metroscopia",0.284,0.449,NA,0.07,NA,NA,NA,NA,1000,2011-12-16,2011-12-14,2011-12-15,FALSE,"Metroscopia"
"2011-nov","TNS Demoscopia",0.3,0.435,NA,0.067,NA,0.011,0.006,NA,190000,2011-11-21,2011-11-20,2011-11-20,FALSE,"TNS Demoscopia"
"2011-nov","NC Report",0.317,0.455,NA,0.079,NA,0.007,0.008,NA,771,2011-11-21,2011-11-20,2011-11-20,FALSE,"NC Report"
"2011-nov","Sigma Dos",0.28,0.48,NA,0.067,NA,NA,NA,NA,NA,2011-11-17,2011-11-16,2011-11-16,FALSE,"Sigma Dos"
"2011-nov","GESOP",0.302,0.462,NA,0.06,NA,0.011,NA,NA,2070,2011-11-13,2011-11-07,2011-11-12,FALSE,"GESOP"
"2011-nov","NC Report",0.31,0.459,NA,0.072,NA,0.009,0.008,NA,5750,2011-11-12,2011-10-27,2011-11-11,FALSE,"NC Report"
"2011-nov","Simple Lógica",0.312,0.461,NA,0.055,NA,NA,NA,NA,1009,2011-11-11,2011-11-02,2011-11-10,FALSE,"Simple Lógica"
"2011-nov","GAD3",0.318,0.454,NA,0.056,NA,0.008,0.009,NA,1395,2011-11-11,2011-11-02,2011-11-10,FALSE,"GAD3"
"2011-nov","Sigma Dos",0.298,0.476,NA,0.057,NA,0.009,NA,NA,3000,2011-11-11,2011-10-28,2011-11-10,FALSE,"Sigma Dos"
"2011-nov","Celeste-Tel",0.315,0.447,NA,0.07,NA,0.009,0.009,NA,1100,2011-11-09,2011-11-02,2011-11-08,FALSE,"Celeste-Tel"
"2011-nov","Metroscopia",0.309,0.454,NA,0.088,NA,0.009,0.003,NA,9675,2011-11-09,2011-10-18,2011-11-08,FALSE,"Metroscopia"
"2011-nov","TNS Demoscopia",0.287,0.477,NA,0.076,NA,0.012,NA,NA,1505,2011-11-08,2011-11-02,2011-11-07,FALSE,"TNS Demoscopia"
"2011-nov","Sigma Dos",0.301,0.482,NA,0.054,NA,0.009,NA,NA,NA,2011-11-07,2011-11-03,2011-11-06,FALSE,"Sigma Dos"
"2011-nov","Invymark",0.344,0.465,NA,0.046,NA,NA,NA,NA,NA,2011-11-05,2011-10-31,2011-11-04,FALSE,"Invymark"
"2011-nov","Sigma Dos",0.306,0.476,NA,0.053,NA,0.009,NA,NA,3000,2011-11-04,2011-10-31,2011-11-03,FALSE,"Sigma Dos"
"2011-nov","NC Report",0.313,0.46,NA,NA,NA,NA,NA,NA,5752,2011-11-04,2011-10-24,2011-11-03,FALSE,"NC Report"
"2011-oct","Sigma Dos",0.307,0.474,NA,0.054,NA,0.009,NA,NA,3000,2011-11-01,2011-10-18,2011-10-31,FALSE,"Sigma Dos"
"2011-oct","GAD3",0.327,0.452,NA,0.051,NA,0.008,0.009,NA,1200,2011-11-01,2011-10-17,2011-10-31,FALSE,"GAD3"
"2011-oct","NC Report",0.314,0.459,NA,0.074,NA,0.008,0.009,NA,1000,2011-10-29,2011-10-28,2011-10-28,FALSE,"NC Report"
"2011-oct","Celeste-Tel",0.323,0.461,NA,0.068,NA,0.009,0.009,NA,1100,2011-10-29,2011-10-24,2011-10-28,FALSE,"Celeste-Tel"
"2011-oct","Metroscopia",0.303,0.453,NA,0.06,NA,NA,NA,NA,1500,2011-10-28,2011-10-24,2011-10-27,FALSE,"Metroscopia"
"2011-oct","Sigma Dos",0.31,0.474,NA,0.053,NA,0.009,NA,NA,7400,2011-10-28,2011-09-27,2011-10-27,FALSE,"Sigma Dos"
"2011-oct","Sigma Dos",0.313,0.475,NA,0.053,NA,0.008,NA,NA,3000,2011-10-25,2011-10-11,2011-10-24,FALSE,"Sigma Dos"
"2011-oct","CIS",0.299,0.466,NA,0.062,NA,0.012,0.006,NA,17236,2011-10-24,2011-10-06,2011-10-23,FALSE,"CIS"
"2011-oct","NC Report",0.312,0.462,NA,0.072,NA,0.007,0.009,NA,1000,2011-10-23,2011-10-18,2011-10-22,FALSE,"NC Report"
"2011-oct","Invymark",0.351,0.454,NA,0.042,NA,NA,NA,NA,NA,2011-10-22,2011-10-18,2011-10-21,FALSE,"Invymark"
"2011-oct","Obradoiro de Socioloxía",0.331,0.447,NA,0.067,NA,0.012,NA,NA,1800,2011-10-21,2011-10-17,2011-10-20,FALSE,"Obradoiro de Socioloxía"
"2011-oct","Sigma Dos",0.307,0.478,NA,0.054,NA,0.009,NA,NA,3000,2011-10-21,2011-10-07,2011-10-20,FALSE,"Sigma Dos"
"2011-oct","Sigma Dos",0.307,0.479,NA,0.054,NA,0.01,NA,NA,3300,2011-10-18,2011-10-03,2011-10-17,FALSE,"Sigma Dos"
"2011-oct","NC Report",0.309,0.464,NA,0.07,NA,0.007,0.009,NA,NA,2011-10-15,2011-10-14,2011-10-14,FALSE,"NC Report"
"2011-oct","Sigma Dos",0.308,0.48,NA,0.053,NA,0.01,NA,NA,900,2011-10-14,2011-10-11,2011-10-13,FALSE,"Sigma Dos"
"2011-oct","Metroscopia",0.297,0.455,NA,0.076,NA,NA,NA,NA,1500,2011-10-14,2011-10-11,2011-10-13,FALSE,"Metroscopia"
"2011-oct","Simple Lógica",0.318,0.467,NA,0.051,NA,NA,NA,NA,NA,2011-10-11,2011-10-03,2011-10-10,FALSE,"Simple Lógica"
"2011-oct","Sigma Dos",0.314,0.476,NA,0.052,NA,0.01,NA,NA,3600,2011-10-11,2011-09-27,2011-10-10,FALSE,"Sigma Dos"
"2011-oct","Celeste-Tel",0.327,0.455,NA,0.068,NA,0.008,0.009,NA,1357,2011-10-09,2011-10-03,2011-10-08,FALSE,"Celeste-Tel"
"2011-oct","Invymark",0.351,0.461,NA,0.046,NA,NA,NA,NA,NA,2011-10-08,2011-10-03,2011-10-07,FALSE,"Invymark"
"2011-oct","Sigma Dos",0.316,0.478,NA,0.052,NA,0.01,NA,NA,3000,2011-10-07,2011-09-27,2011-10-06,FALSE,"Sigma Dos"
"2011-oct","NC Report",0.306,0.459,NA,0.072,NA,0.008,0.009,NA,6100,2011-10-07,2011-09-21,2011-10-06,FALSE,"NC Report"
"2011-sep","Sigma Dos",0.318,0.474,NA,0.05,NA,0.009,NA,NA,2000,2011-10-01,2011-09-27,2011-09-30,FALSE,"Sigma Dos"
"2011-sep","Celeste-Tel",0.321,0.451,NA,0.07,NA,0.008,0.01,NA,1100,2011-10-01,2011-09-26,2011-09-30,FALSE,"Celeste-Tel"
"2011-sep","NC Report",0.306,0.461,NA,0.068,NA,0.008,0.009,NA,1000,2011-09-29,2011-09-21,2011-09-28,FALSE,"NC Report"
"2011-sep","Celeste-Tel",0.313,0.44,NA,0.074,NA,0.008,0.01,NA,1100,2011-09-24,2011-09-19,2011-09-23,FALSE,"Celeste-Tel"
"2011-sep","Invymark",0.353,0.459,NA,0.045,NA,NA,NA,NA,NA,2011-09-24,2011-09-19,2011-09-23,FALSE,"Invymark"
"2011-sep","GESOP",0.314,0.461,NA,0.047,NA,0.01,NA,NA,1000,2011-09-23,2011-09-19,2011-09-22,FALSE,"GESOP"
"2011-sep","Celeste-Tel",0.315,0.442,NA,0.069,NA,0.007,0.01,NA,1100,2011-09-17,2011-09-12,2011-09-16,FALSE,"Celeste-Tel"
"2011-sep","Invymark",0.355,0.458,NA,NA,NA,NA,NA,NA,NA,2011-09-10,2011-09-05,2011-09-09,FALSE,"Invymark"
"2011-sep","Metroscopia",0.307,0.448,NA,0.062,NA,NA,NA,NA,1002,2011-09-09,2011-09-07,2011-09-08,FALSE,"Metroscopia"
"2011-sep","Simple Lógica",0.329,0.467,NA,0.052,NA,NA,NA,NA,1022,2011-09-09,2011-09-01,2011-09-08,FALSE,"Simple Lógica"
"2011-sep","GAD3",0.311,0.451,NA,0.061,NA,0.007,0.003,NA,504,2011-09-07,2011-09-05,2011-09-06,FALSE,"GAD3"
"2011-sep","Sigma Dos",0.323,0.471,NA,0.05,NA,0.006,NA,NA,1000,2011-09-02,2011-08-29,2011-09-01,FALSE,"Sigma Dos"
"2011-aug","NC Report",0.308,0.465,NA,0.062,NA,0.007,0.006,NA,NA,2011-08-29,2011-08-28,2011-08-28,FALSE,"NC Report"
"2011-aug","Simple Lógica",0.315,0.448,NA,0.043,NA,NA,NA,NA,1014,2011-08-11,2011-08-02,2011-08-10,FALSE,"Simple Lógica"
"2011-jul","NC Report",0.309,0.469,NA,0.066,NA,0.009,0.006,NA,1000,2011-07-31,2011-07-29,2011-07-30,FALSE,"NC Report"
"2011-jul","Metroscopia",0.308,0.448,NA,0.066,NA,NA,NA,NA,1203,2011-07-29,2011-07-27,2011-07-28,FALSE,"Metroscopia"
"2011-jul","Simple Lógica",0.308,0.463,NA,0.051,NA,NA,NA,NA,NA,2011-07-13,2011-07-04,2011-07-12,FALSE,"Simple Lógica"
"2011-jul","CIS",0.36,0.431,NA,0.051,NA,0.011,0.005,NA,2475,2011-07-12,2011-07-04,2011-07-11,FALSE,"CIS"
"2011-jul","Celeste-Tel",0.343,0.442,NA,0.059,NA,0.006,0.01,NA,1100,2011-07-08,2011-07-01,2011-07-07,FALSE,"Celeste-Tel"
